Ticker	EntryTime	ExitTime	EntryPrice	ExitPrice	Duration	Size	EntryBar	ExitBar	ReturnPct	PnL	caso	Tag
AAPL	2023-07-12 13:30:00+00:00	2023-07-21 19:30:00+00:00	189.67999267578125	192.4100036621093	9 days 06:00:00						1	short
AAPL	2023-11-03 13:30:00+00:00	2023-11-22 17:30:00+00:00	174.24000549316406	191.9149932861328	19 days 04:00:00	57.0	626.0	720.0	0.10144046852467636	1007.4743041992188	2	long
AAPL	2023-11-27 14:30:00+00:00	2023-12-14 14:30:00+00:00	190.25070190429688	198.67999267578125	17 days 00:00:00	57.0	727.0	818.0	0.04430622692643005	480.4695739746094	3	long
AAPL	2024-01-29 15:30:00+00:00	2024-02-07 14:30:00+00:00	190.8699951171875	190.63999938964844	4 days 01:00:00	60.0	1022.0	1051.0	-0.020223192272738277	-231.60003662109034	4	long
AAPL	2024-02-02 16:30:00+00:00	2024-02-20 14:30:00+00:00	187.009994506836	182.0	4 days 22:00:00	-60.0	1051.0	1070.0	-0.01941075337917164	-217.8002929687466	5	short
AAPL	2024-02-21 14:30:00+00:00	2024-03-07 14:30:00+00:00	181.6000061035156	169.14999389648438	15 days 00:00:00	-60.0	1133.0	1210.0	0.06855733363761274	747.0007324218733	6	short
AAPL	2024-03-21 17:30:00+00:00	2024-03-27 19:30:00+00:00	172.10009765625	173.0	6 days 02:00:00	68.0	1284.0	1314.0	0.005228947316156862	61.193359375	7	long
AAPL	2024-04-22 17:30:00+00:00	2024-05-01 19:30:00+00:00	166.27000427246094	172.38499450683594	8 days 02:00:00	-71.0	1431.0	1475.0	-0.03891261835839588	-459.3700866699219	8	short
AAPL	2024-04-30 19:30:00+00:00	2024-05-03 17:30:00+00:00	172.74000549316406	185.3600006103516	1 days 00:00:00	65.0	1475.0	1482.0	-0.0020551752636257525	-23.075714111328125	9	long
AAPL	2024-07-23 14:30:00+00:00	2024-07-25 13:30:00+00:00	224.63999938964844	218.8699951171875	1 days 23:00:00	-50.0	1865.0	1878.0	0.02568556039947545	288.5002136230469	10	short
AAPL	2024-09-05 13:30:00+00:00	2024-09-09 17:30:00+00:00	222.5	220.83799743652344	4 days 04:00:00	-52.0	2081.0	2099.0	0.007469674442591279	86.42413330078125	11	short
AAPL	2024-09-09 19:30:00+00:00	2024-09-16 15:30:00+00:00	219.2700042724609	216.5500030517578	6 days 20:00:00	-53.0	2101.0	2132.0	0.01240480306336511	144.16006469726412	12	short
AAPL	2024-09-24 13:30:00+00:00	2024-09-30 19:30:00+00:00	228.6450042724609	231.2050018310547	6 days 06:00:00	51.0	2172.0	2206.0	0.011196385273054998	130.5598754882827	13	long
AAPL	2024-10-03 19:30:00+00:00	2024-10-07 19:30:00+00:00	223.7100067138672	222.56399536132807	4 days 00:00:00	-53.0	2227.0	2241.0	0.005122754093002668	60.738601684573325	14	short
AAPL	2024-10-10 13:30:00+00:00	2024-10-15 13:30:00+00:00	227.77999877929688	233.58999633789065	5 days 00:00:00	53.0	2256.0	2277.0	0.025507057642156106	307.9298706054702	15	long
AAPL	2024-10-16 15:30:00+00:00	2024-10-21 19:30:00+00:00	230.5800018310547	236.134994506836	5 days 04:00:00	53.0	2286.0	2311.0	0.02409138967676583	294.41461181640926	16	long
AAPL	2024-10-22 13:30:00+00:00	2024-10-28 16:30:00+00:00	233.8300018310547	234.3099975585937	6 days 03:00:00	54.0	2312.0	2343.0	0.0020527550946427553	25.919769287106305	17	long
AAPL	2024-10-29 13:30:00+00:00	2024-11-07 20:30:00+00:00	233.19500732421875	227.5350036621093	8 days 01:00:00	54.0	2347.0	2389.0	-0.051373359677773456	-646.9205932617172	18	long
AAPL	2024-11-06 14:30:00+00:00	2024-11-11 16:30:00+00:00	221.21499633789065	222.72999572753903	1 days 06:00:00	-54.0	2389.0	2402.0	-0.028569524800955426	-341.28039550780636	19	short
AAPL	2024-11-12 15:30:00+00:00	2024-11-21 14:30:00+00:00	224.2050018310547	228.7899932861328	6 days 05:00:00	-52.0	2418.0	2451.0	-0.017149489035933607	-199.9400634765625	20	short
AAPL	2024-11-18 20:30:00+00:00	2024-11-19 16:30:00+00:00	228.0500030517578	229.3350067138672	0 days 20:00:00	50.0	2451.0	2454.0	0.0056347452090046435	64.25018310546875	21	long
AAPL	2024-11-18 20:30:00+00:00	2024-11-19 16:30:00+00:00	228.0500030517578	229.3350067138672	0 days 20:00:00	50.0	2451.0	2454.0	0.0056347452090046435	64.25018310546875	22	long
AAPL	2024-11-20 15:30:00+00:00	2024-12-11 15:30:00+00:00	226.5249938964844	249.42999267578125	0 days 23:00:00	51.0	2460.0	2466.0	0.009998893944053844	115.51496887206886	23	long
AAPL	2024-12-11 20:30:00+00:00	2024-12-26 19:30:00+00:00	247.13999938964844	258.6099853515625	14 days 23:00:00	47.0	2559.0	2624.0	0.04641088447940844	539.0893402099609	24	long
AAPL	2024-12-30 14:30:00+00:00	2025-01-15 14:30:00+00:00	252.22999572753903	234.63999938964844	7 days 01:00:00	48.0	2633.0	2662.0	-0.026523421300902017	-321.12011718749864	25	long
AAPL	2025-01-06 15:30:00+00:00	2025-01-13 14:30:00+00:00	245.5399932861328	233.5	6 days 23:00:00	-48.0	2662.0	2689.0	0.049034754481329434	577.919677734375	26	short
AAPL	2025-02-03 16:30:00+00:00	2025-02-25 16:30:00+00:00	226.4100036621093	246.5350036621093	22 days 00:00:00	55.0	2789.0	2894.0	0.08888741519581544	1106.875	27	long
AAPL	2025-03-03 16:30:00+00:00	2025-03-13 19:30:00+00:00	241.22999572753903	210.6699981689453	10 days 03:00:00	-56.0	2922.0	2982.0	0.12668406955953437	1711.3598632812484	28	short
AAPL	2025-03-26 18:30:00+00:00	2025-03-27 18:30:00+00:00	221.81500244140625	224.3500061035156	1 days 00:00:00	69.0	3044.0	3051.0	0.011428459005061953	174.9152526855449	29	long
AAPL	2025-04-17 17:30:00+00:00	2025-04-21 16:30:00+00:00	196.7100067138672	191.1199951171875	3 days 23:00:00	-78.0	3155.0	3161.0	0.02841752532097097	436.0209045410156	30	short
AAPL	2025-06-05 19:30:00+00:00	2025-06-09 13:30:00+00:00	200.7400054931641	204.38999938964844	3 days 18:00:00	79.0	3388.0	3396.0	0.01818269301884934	288.34951782226335	31	long
AAPL	2025-06-09 16:30:00+00:00	2025-06-24 09:00:00+00:00	203.92999267578125	203.8	14 days 16:30:00	79.0	3399.0	3489.0	-0.0006374377504534401	-10.269421386717852	32	long
AAPL	2025-06-24 09:00:00+00:00		203.8								33	long
AMD	2023-08-02 15:30:00+00:00	2023-08-07 13:30:00+00:00	109.9000015258789	116.36000061035156	4 days 22:00:00						1	long
AMD	2023-08-08 14:30:00+00:00	2023-08-15 17:30:00+00:00	113.5426025390625	111.83000183105467	1 days 23:00:00	88.0	193.0	206.0	-0.01975117213411748	-197.34875488281375	2	long
AMD	2023-08-10 13:30:00+00:00	2023-08-11 14:30:00+00:00	111.3000030517578	108.54000091552734	1 days 01:00:00	-88.0	206.0	214.0	0.02479786217927571	242.88018798828	3	short
AMD	2023-08-15 17:30:00+00:00	2023-08-18 13:30:00+00:00	111.83000183105467	102.4000015258789	2 days 20:00:00	-89.0	231.0	248.0	0.08432442234439008	839.2700271606433	4	short
AMD	2023-08-21 18:30:00+00:00	2023-08-25 14:30:00+00:00	107.54000091552734	101.77269744873048	3 days 20:00:00	-101.0	260.0	284.0	0.053629379000350585	582.4976501464829	5	short
AMD	2023-08-28 13:30:00+00:00	2023-09-11 15:30:00+00:00	103.47000122070312	103.4800033569336	10 days 04:00:00	-110.0	290.0	343.0	-0.031893257789031404	-362.99949645996094	6	short
AMD	2023-09-07 17:30:00+00:00	2023-09-13 16:30:00+00:00	106.7699966430664	108.04000091552734	3 days 22:00:00	104.0	343.0	355.0	-0.030813837122532717	-342.1593017578125	7	long
AMD	2023-09-13 16:30:00+00:00	2023-09-26 18:30:00+00:00	108.04000091552734	95.94000244140624	13 days 02:00:00	-99.0	370.0	435.0	0.11199554212871277	1197.8998489379896	8	short
AMD	2023-10-03 18:30:00+00:00	2023-10-12 14:30:00+00:00	99.66999816894533	110.04000091552734	8 days 20:00:00	119.0	470.0	515.0	0.10404337250016171	1234.0303268432601	9	long
AMD	2023-10-19 13:30:00+00:00	2023-10-26 19:30:00+00:00	103.80999755859376	94.5199966430664	7 days 06:00:00	-127.0	549.0	590.0	0.08949042610547964	1179.8301162719745	10	short
AMD	2023-10-27 15:30:00+00:00	2023-12-06 15:30:00+00:00	96.8000030517578	119.81500244140624	40 days 00:00:00	-148.0	593.0	777.0	-0.23775825066185785	-3406.2199096679688	11	short
AMD	2023-12-06 15:30:00+00:00	2023-12-20 20:30:00+00:00	119.81500244140624	135.7449951171875	14 days 05:00:00	-91.0	777.0	852.0	-0.1329549084103352	-1449.6293334960951	12	short
AMD	2024-01-11 16:30:00+00:00	2024-01-25 14:30:00+00:00	144.5709991455078	182.0	13 days 22:00:00	65.0	946.0	1007.0	0.2588970199813079	2432.885055541992	13	long
AMD	2024-02-13 19:30:00+00:00	2024-02-14 20:30:00+00:00	170.22999572753906	177.8000030517578	1 days 01:00:00	70.0	1103.0	1111.0	0.04446929163021829	529.9005126953125	14	long
AMD	2024-02-22 18:30:00+00:00	2024-02-28 14:30:00+00:00	181.72999572753903	176.25	5 days 20:00:00	-68.0	1144.0	1168.0	0.030154602192116853	372.6397094726543	15	short
AMD	2024-05-06 13:30:00+00:00	2024-05-13 19:30:00+00:00	152.94200134277344	151.55149841308594	7 days 01:00:00	-84.0	1497.0	1533.0	0.003251554118357536	41.77313232421875	16	short
AMD	2024-05-13 14:30:00+00:00	2024-05-13 19:30:00+00:00	152.4447021484375	151.55149841308594	0 days 05:00:00	-84.0	1533.0	1538.0	0.00585919827165815	75.02911376953125	17	short
AMD	2024-06-05 14:30:00+00:00	2024-06-11 18:30:00+00:00	165.99000549316406	159.00999450683594	6 days 04:00:00	-78.0	1645.0	1677.0	0.042050790742431676	544.4408569335938	18	short
AMD	2024-06-12 14:30:00+00:00	2024-06-18 16:30:00+00:00	161.3699951171875	154.35000610351562	6 days 02:00:00	-83.0	1680.0	1710.0	0.043502442994894586	582.6590881347656	19	short
AMD	2024-06-20 14:30:00+00:00	2024-07-01 13:30:00+00:00	163.58999633789062	161.2899932861328	5 days 05:00:00	-86.0	1715.0	1741.0	0.023840051248788074	335.39947509765625	20	short
AMD	2024-06-25 19:30:00+00:00	2024-07-01 13:30:00+00:00	159.69000244140625	161.2899932861328	5 days 18:00:00	-90.0	1741.0	1763.0	-0.010019355127216745	-143.99917602539062	21	short
AMD	2024-08-30 19:30:00+00:00	2024-09-06 15:30:00+00:00	147.58999633789062	132.91000366210938	6 days 20:00:00	-96.0	2066.0	2090.0	0.09946468622556959	1409.279296875	22	short
AMD	2024-11-08 14:30:00+00:00	2024-11-15 18:30:00+00:00	149.19500732421875	135.4199981689453	7 days 04:00:00	-105.0	2403.0	2442.0	0.09232888822706165	1446.375961303711	23	short
AMD	2024-11-18 17:30:00+00:00	2024-11-21 14:30:00+00:00	139.67999267578125	138.69000244140625	2 days 21:00:00	-122.0	2448.0	2466.0	0.007087559323352144	120.77880859375	24	short
