Ticker	EntryTime	ExitTime	Return [%]	CAGR [%]	Sharpe Ratio	Max. Drawdown [%]	Win Rate [%]	# Trades	Expectancy [%]	Profit Factor	Duration	Avg. Trade [%]	Max. Trade Duration	Avg. Trade Duration
SPY	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	75.03287567138672	32.59657079578248	2.876487773006056	-5.056670047031209	100.0	23	3.0889931795764483		727 days 23:30:00	3.054803383547977	40 days 00:00:00	5 days 06:00:00
META	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	274.33926849365236	94.50275411800423	2.9419733369824557	-5.714780515230933	96.7741935483871	35	4.524984014143017	368.82999573048335	727 days 23:30:00	4.412883558138159	11 days 21:00:00	2 days 20:00:00
AAPL	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	180.36899551391582	68.13414230615102	2.9811492177919874	-1.9049964138272868	100.0	34	3.8486966385362016		727 days 23:30:00	3.769785187706254	35 days 22:00:00	4 days 23:00:00
AMZN	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	218.0818012237546	79.17588832349847	3.0392399212942975	-6.272559782637233	96.7741935483871	34	3.894493446730471	34.024897966418514	727 days 23:30:00	3.8186764070453405	12 days 01:00:00	3 days 10:00:00
NFLX	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	77.31018402099602	33.4632741925855	1.770720887814109	-12.254665094193074	86.20689655172413	33	2.1024115174707703	7.467132872591984	727 days 23:30:00	2.0675813820617783	9 days 18:00:00	3 days 02:00:00
MRNA	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	278.7748856544495	95.66092961024677	2.026465203016712	-18.22111789872034	93.10344827586206	34	4.867161447087589	10.489926144901544	727 days 23:30:00	4.7113055655459535	14 days 00:00:00	3 days 19:00:00
TSLA	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	922.9371504089354	222.82255576701516	1.951625751323329	-21.707303556884273	91.17647058823529	37	7.606433907393878	14.322274464283076	727 days 23:30:00	7.110278936818304	14 days 19:00:00	3 days 18:00:00
TNA	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	437.9418774414062	133.50200743976916	2.392033914229495	-9.422041075637534	96.15384615384616	31	6.938624084733982	68.55669402238105	727 days 23:30:00	6.690827542114142	13 days 01:00:00	2 days 23:00:00
GLD	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	53.06767227172857	23.931376336425036	3.8181343222412734	-1.7203858972533403	100.0	24	1.979175102819928		727 days 23:30:00	1.970978637865639	8 days 03:00:00	3 days 15:00:00
SLV	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	215.85971673965463	78.54393319861666	3.811740777038229	-2.401556166697061	96.55172413793103	32	4.101609799807511	748.8461678534549	727 days 23:30:00	4.048556766652145	14 days 00:00:00	4 days 04:00:00
USO	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	165.30579750061034	63.51905067959951	2.87639153456829	-8.253306214913403	90.625	35	3.150916326916357	13.39087286894123	727 days 23:30:00	3.103884765675158	8 days 22:00:00	3 days 05:00:00
BAC	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	59.6577649879456	26.592443539366784	1.3225803181701108	-18.28946251725847	90.47619047619048	26	2.343805208282261	4.063728576255238	727 days 23:30:00	2.2571970163719257	27 days 22:00:00	5 days 05:00:00
CVX	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	91.21135208129883	38.638193555010744	2.6083745365922963	-11.230582195171667	96.0	30	2.6634110270432148	29.026542239612095	727 days 23:30:00	2.6422405647679836	58 days 01:00:00	6 days 07:00:00
XOM	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	154.2760675811767	60.05673929980306	3.8917568523473856	-5.689396459974539	96.42857142857143	32	3.4331035021759737		727 days 23:30:00	3.400367714535246	12 days 01:00:00	4 days 10:00:00
QQQ	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	143.35872375488282	56.555542426655904	3.1484798271284675	-5.674182778510561	93.10344827586206	35	3.2155739331214614	40.816662983959496	727 days 23:30:00	3.1672482795563894	16 days 02:00:00	4 days 22:00:00
MSFT	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	156.29992095947262	60.69754055292049	3.49671085227134	-3.4793616387517323	93.10344827586206	33	3.4243528627378548	67.7465012686054	727 days 23:30:00	3.3405567590947927	13 days 20:00:00	4 days 04:00:00
NVDA	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	924.1511124038699	223.01558486710022	2.892630563827826	-6.883368834555082	100.0	38	7.46052281769643		727 days 23:30:00	7.315385425037202	11 days 06:00:00	3 days 15:00:00
WMT	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	77.69561672210693	33.60941558914152	2.8542878175042334	-3.4094659861800602	100.0	27	2.4665680501512908		727 days 23:30:00	2.430477859174096	6 days 21:00:00	2 days 18:00:00
BA	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	184.17861175537115	69.28171870095558	2.3642309104684265	-9.084431778974334	90.0	37	3.6994673352342433	11.156950424582545	727 days 23:30:00	3.5626673370792172	12 days 21:00:00	4 days 08:00:00
DIS	2023-06-13 13:30:00+00:00	2025-06-10 13:00:00+00:00	180.77476043701174	68.25673798779522	3.5765602942881696	-2.3911742384888246	97.36842105263158	41	2.790582277740793	2165.9826214225022	727 days 23:30:00	2.762275257678648	10 days 22:00:00	3 days 18:00:00
