Ticker	EntryTime	ExitTime	EntryPrice	ExitPrice	Duration	Size	EntryBar	ExitBar	ReturnPct	PnL	caso	Tag
AAPL	2024-04-30 19:30:00+00:00	2024-05-03 17:30:00+00:00	172.74000549316406	185.3600006103516	1 days 00:00:00	61.0	1423.0	1430.0	-0.0020551752636257525	-21.655670166015625	11	long
AAPL	2024-07-23 14:30:00+00:00	2024-07-25 13:30:00+00:00	224.63999938964844	219.48989868164065	1 days 23:00:00	-47.0	1813.0	1826.0	0.022926018171299467	242.05473327636585	12	short
AAPL	2024-09-05 13:30:00+00:00	2024-09-09 17:30:00+00:00	221.5200042724609	220.83799743652344	4 days 04:00:00	-48.0	2029.0	2047.0	0.0030787595828077885	32.736328124998636	13	short
AAPL	2024-09-09 19:30:00+00:00	2024-09-16 15:30:00+00:00	219.2700042724609	216.5500030517578	6 days 20:00:00	-49.0	2049.0	2080.0	0.01240480306336511	133.28005981445173	14	short
AAPL	2024-09-24 13:30:00+00:00	2024-09-30 19:30:00+00:00	229.17999267578125	231.2050018310547	6 days 06:00:00	47.0	2120.0	2154.0	0.008835889780911987	95.17543029785156	15	long
AAPL	2024-10-03 19:30:00+00:00	2024-10-07 19:30:00+00:00	223.7100067138672	222.56399536132807	4 days 00:00:00	-49.0	2175.0	2189.0	0.005122754093002668	56.15455627441685	16	short
AAPL	2024-10-10 13:30:00+00:00	2024-10-15 13:30:00+00:00	227.77999877929688	233.58999633789065	5 days 00:00:00	48.0	2204.0	2225.0	0.025507057642156106	278.87988281250136	17	long
AAPL	2024-10-16 15:30:00+00:00	2024-10-21 19:30:00+00:00	230.5800018310547	236.134994506836	5 days 04:00:00	49.0	2234.0	2259.0	0.02409138967676583	272.19464111328404	18	long
AAPL	2024-10-22 13:30:00+00:00	2024-10-28 16:30:00+00:00	233.8300018310547	234.3099975585937	6 days 03:00:00	49.0	2260.0	2291.0	0.0020527550946427553	23.519790649411277	19	long
AAPL	2024-10-29 13:30:00+00:00	2024-11-07 20:30:00+00:00	233.19500732421875	227.5350036621093	8 days 01:00:00	50.0	2295.0	2337.0	-0.05128541691804067	-597.9751586914049	20	long
AAPL	2024-11-06 14:30:00+00:00	2024-11-11 16:30:00+00:00	221.23550415039065	222.77999877929688	1 days 06:00:00	-50.0	2337.0	2350.0	-0.028474179747552508	-314.9749755859318	21	short
AAPL	2024-11-12 15:30:00+00:00	2024-11-21 14:30:00+00:00	224.2050018310547	228.7899932861328	6 days 05:00:00	-48.0	2366.0	2399.0	-0.017149489035933607	-184.56005859375	22	short
AAPL	2024-11-18 20:30:00+00:00	2024-11-19 16:30:00+00:00	228.0500030517578	229.3350067138672	0 days 20:00:00	46.0	2399.0	2402.0	0.0056347452090046435	59.11016845703125	23	long
AAPL	2024-11-18 20:30:00+00:00	2024-11-19 16:30:00+00:00	228.0500030517578	229.3350067138672	0 days 20:00:00	46.0	2399.0	2402.0	0.0056347452090046435	59.11016845703125	24	long
AAPL	2024-11-20 15:30:00+00:00	2024-12-11 15:30:00+00:00	226.5249938964844	249.42999267578125	0 days 23:00:00	47.0	2408.0	2414.0	0.009998893944053844	106.45497131347523	25	long
AAPL	2024-12-11 20:30:00+00:00	2024-12-26 19:30:00+00:00	247.13999938964844	258.6099853515625	14 days 23:00:00	43.0	2507.0	2572.0	0.04641088447940844	493.2093963623047	26	long
AAPL	2024-12-30 14:30:00+00:00	2025-01-15 14:30:00+00:00	252.72000122070312	234.63999938964844	7 days 01:00:00	44.0	2581.0	2610.0	-0.028410920781453797	-315.92034912109375	27	long
AAPL	2025-01-06 15:30:00+00:00	2025-01-13 14:30:00+00:00	245.5399932861328	233.5	6 days 23:00:00	-44.0	2610.0	2637.0	0.049034754481329434	529.7597045898438	28	short
AAPL	2025-02-03 16:30:00+00:00	2025-02-25 16:30:00+00:00	226.4100036621093	246.5350036621093	22 days 00:00:00	50.0	2737.0	2842.0	0.08888741519581544	1006.25	29	long
AAPL	2025-03-03 16:30:00+00:00	2025-03-13 19:30:00+00:00	241.22999572753903	210.6699981689453	10 days 03:00:00	-51.0	2870.0	2930.0	0.12668406955953437	1558.5598754882799	30	short
AAPL	2025-03-26 18:30:00+00:00	2025-03-27 18:30:00+00:00	221.81500244140625	224.3500061035156	1 days 00:00:00	63.0	2992.0	2999.0	0.011428459005061953	159.70523071288883	31	long
AAPL	2025-04-17 17:30:00+00:00	2025-04-21 16:30:00+00:00	196.7100067138672	191.1199951171875	3 days 23:00:00	-72.0	3103.0	3109.0	0.02841752532097097	402.4808349609375	32	short
AAPL	2025-06-05 19:30:00+00:00	2025-06-09 13:30:00+00:00	200.7400054931641	204.3999938964844	3 days 18:00:00	72.0	3336.0	3344.0	0.018232481334892414	263.5191650390625	33	long
