Close	High	Low	Open	Volume	datetime	companyName	SMA20	SMA40	pivotHigh	pivotLow	isPivot	rcb01_01	PM40_PM20	trendH	trendcurrhigh	bearishSlope	ind_posicion	promVol	sl_highs	r_sq_h	isBreakOut	isBreakOutIni	breakpointpos	isBreakOutFinal	caso
429.8699951171875	431.989990234375	429.7000122070313	431.7900085449219	14074815	2023-06-09 14:30:00+00:00	SPY	428.1196975708008					0					-1	10824451.105263159	-0.2528188262505554	0.9903508449090404	0.0				1
429.2049865722656	430.25	428.8800048828125	429.8599853515625	10133450	2023-06-09 15:30:00+00:00	SPY	428.2184463500977					0					-1	10824451.105263159	-0.2528188262505554	0.9903508449090404	0.0				1
430.1549987792969	430.1600036621094	428.8699951171875	429.2049865722656	6677953	2023-06-09 16:30:00+00:00	SPY	428.35644683837893					0					-1	10824451.105263159	-0.2528188262505554	0.9903508449090404	0.0				1
430.4200134277344	430.7799987792969	430.1099853515625	430.152587890625	7742047	2023-06-09 17:30:00+00:00	SPY	428.4719482421875					0					-1	10824451.105263159	-0.2528188262505554	0.9903508449090404					1
430.1300048828125	430.5	429.7300109863281	430.4299926757813	6582956	2023-06-09 18:30:00+00:00	SPY	428.57644805908205					0					-1	10824451.105263159	-0.2528188262505554	0.9903508449090404					1
429.8900146484375	430.2999877929688	429.6000061035156	430.1199951171875	10800433	2023-06-09 19:30:00+00:00	SPY	428.65169830322264					0					-1	10824451.105263159	-0.2528188262505554	0.9903508449090404					1
430.7300109863281	431.0199890136719	430.2799987792969	430.75	10388257	2023-06-12 13:30:00+00:00	SPY	428.80074310302734					0					-1	10824451.105263159	-0.2528188262505554	0.9903508449090404					1
430.6799926757813	430.7950134277344	430.1700134277344	430.739990234375	9378518	2023-06-12 14:30:00+00:00	SPY	428.99174346923826					0					-1	10824451.105263159	-0.2528188262505554	0.9903508449090404					1
431.1700134277344	431.25	430.6449890136719	430.6499938964844	5626706	2023-06-12 15:30:00+00:00	SPY	429.2222442626953					0					-1	10824451.105263159	-0.2528188262505554	0.9903508449090404					1
431.3200073242188	431.6000061035156	431.1733093261719	431.1799926757813	4781408	2023-06-12 16:30:00+00:00	SPY	429.43783416748045					0					-1	10824451.105263159	-0.2528188262505554	0.9903508449090404					1
431.6700134277344	431.8599853515625	431.1600036621094	431.3122863769531	7704969	2023-06-12 17:30:00+00:00	SPY	429.6758346557617	428.6775764465332				0	-0.9982582092285384				-1	10824451.105263159	-0.2528188262505554	0.9903508449090404					1
433.25	433.6799926757813	431.6499938964844	431.6749877929688	13118202	2023-06-12 18:30:00+00:00	SPY	430.0088348388672	428.8118263244629				0	-1.1970085144042741				-1	10824451.105263159	-0.2528188262505554	0.9903508449090404					1
