Close	High	Low	Open	Volume	datetime	companyName	SMA20	SMA40	SMA100	SMA200	pivotHigh	pivotLow	isPivot	pm40_01	ind_SMA	id_posiblepm40	trendH	trendcurrhigh	cdlengulfing	cdlhammer	cdlmorningstar	cdlpiercing	cdlclosingmarubozu	cdlmarubozu	cdl3whitesoldiers	cdlharami	cdlharamicross	cdlinvertdhammer	cdlladderbottom	Vela_Verde	Third_Level	Above_Third	bearishSlope	ind_posicion	promVol	sl_highs	r_sq_h	isBreakOut	isBreakOutIni	breakpointpos	isBreakOutFinal	caso
437.7200012207031	439.6199951171875	437.4500122070313	439.4200134277344	21393541	2023-07-06 13:30:00+00:00	SPY	442.55215606689455	439.18595123291016	437.75560882568357					0	0	0			0	0	0	0	0	0	0	0	0	0	0	False	440.1433410644531	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
437.3500061035156	437.8500061035156	437.05999755859375	437.7300109863281	9701525	2023-07-06 14:30:00+00:00	SPY	442.53625640869143	439.33395156860354	437.762958984375			437.0589975585938	2.0	1	0	0			0	0	0	0	0	0	0	0	0	0	0	False	437.99334716796875	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
438.80999755859375	438.8250122070313	437.3299865722656	437.3299865722656	9227970	2023-07-06 15:30:00+00:00	SPY	442.5697555541992	439.4842018127441	437.780758972168					0	0	0			100	0	0	0	0	0	0	0	0	0	0	True	437.82832845052087	True		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
439.2799072265625	439.5499877929688	438.68499755859375	438.80999755859375	8607748	2023-07-06 16:30:00+00:00	SPY	442.38375091552734	439.6204498291016	437.814958190918					0	0	0			0	0	0	0	0	0	0	0	0	0	0	True	439.09832763671875	True		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
439.2999877929688	439.760009765625	438.9949951171875	439.2699890136719	5985466	2023-07-06 17:30:00+00:00	SPY	442.2142501831055	439.73694915771483	437.84455810546876					0	0	0			0	0	0	0	0	0	0	0	0	0	0	True	439.5249938964844	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
439.75	440.1000061035156	439.2749938964844	439.2900085449219	6012759	2023-07-06 18:30:00+00:00	SPY	442.049250793457	439.8424491882324	437.87545806884765					0	0	0			0	0	0	0	0	0	0	0	0	0	0	True	439.5650126139323	True		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
439.6700134277344	439.989990234375	439.4700012207031	439.75	10173161	2023-07-06 19:30:00+00:00	SPY	441.8567459106445	439.92207489013674	437.8950582885742					0	0	0			0	0	0	0	0	0	0	0	0	0	0	False	439.92332967122394	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
439.4718933105469	440.25	438.4700012207031	438.6300048828125	11139871	2023-07-07 13:30:00+00:00	SPY	441.62734069824216	439.990372467041	437.90327728271484					0	0	0			0	0	0	0	0	0	0	0	0	0	0	True	439.2233378092448	True		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
439.930908203125	440.1400146484375	438.8200073242188	439.4750061035156	5388271	2023-07-07 14:30:00+00:00	SPY	441.42288665771486	440.084895324707	437.92098541259764					0	0	0			0	0	0	0	0	0	0	0	0	0	0	True	439.9150085449219	True		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
441.0499877929688	441.0700073242188	439.8912963867188	439.9599914550781	6672221	2023-07-07 15:30:00+00:00	SPY	441.31338653564455	440.22314529418946	437.95868041992185					0	0	0			0	0	0	0	0	0	0	0	0	0	0	True	440.35289510091144	True		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
442.6099853515625	442.6400146484375	441.05999755859375	441.05999755859375	10543884	2023-07-07 16:30:00+00:00	SPY	441.2698806762695	440.3871452331543	438.0398803710938		442.6410146484375		1.0	0	0	0			0	0	0	0	100	100	0	0	0	0	0	True	441.586669921875	True		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
441.7799987792969	442.6400146484375	441.5	442.6099853515625	6325031	2023-07-07 17:30:00+00:00	SPY	441.18162994384767	440.51814498901365	438.09148040771487					0	0	0			0	0	0	0	0	0	0	0	0	0	0	False	442.989990234375	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
440.2850036621094	441.8550109863281	440.2099914550781	441.7799987792969	8043929	2023-07-07 18:30:00+00:00	SPY	441.0013793945312	440.63077011108396	438.1224304199219					0	0	0			0	0	0	0	-100	-100	0	0	0	0	0	False	442.3283386230469	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
438.5499877929688	440.5350036621094	438.2999877929688	440.2799987792969	20864442	2023-07-07 19:30:00+00:00	SPY	440.75537872314453	440.6987701416016	438.1131301879883					0	0	0			0	0	0	0	0	0	0	0	0	0	0	False	441.0250040690104	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
439.2698974609375	439.8399963378906	438.0499877929688	438.1799926757813	11120021	2023-07-10 13:30:00+00:00	SPY	440.54037322998045	440.79701766967776	438.09852905273436					0	0	0			0	0	0	0	0	0	0	0	0	0	0	True	438.77666219075525	True		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
438.7200012207031	439.3900146484375	438.010009765625	439.2698974609375	9559891	2023-07-10 14:30:00+00:00	SPY	440.3143737792969	440.8552673339844	438.07652893066404					0	0	0			0	0	0	0	0	0	0	0	0	0	0	False	439.7298990885417	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
438.3900146484375	439.0799865722656	437.5849914550781	438.70989990234375	6454870	2023-07-10 15:30:00+00:00	SPY	440.0753799438477	440.8980178833008	438.0516290283203			437.58399145507815	2.0	1	0	0			0	0	0	0	0	0	0	0	0	0	0	False	439.20823160807294	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
439.1300048828125	439.1319885253906	438.2699890136719	438.3900146484375	4983984	2023-07-10 16:30:00+00:00	SPY	439.8958801269531	440.9355178833008	438.0244290161133					0	0	0			0	0	0	0	0	0	0	0	0	0	0	True	438.67734781901044	True		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
439.389892578125	439.4200134277344	438.5299072265625	439.139892578125	5128085	2023-07-10 17:30:00+00:00	SPY	439.6793746948242	440.96801528930666	437.98692779541017					0	0	0			0	0	0	0	0	0	0	0	0	0	0	True	439.4365946451823	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
439.0199890136719	439.43499755859375	438.7550048828125	439.3900146484375	4046589	2023-07-10 18:30:00+00:00	SPY	439.4738739013672	441.00051498413086	437.95112762451174					0	0	0			-100	0	0	0	0	0	0	0	0	0	0	False	439.61667887369794	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
439.6600036621094	439.6700134277344	438.6099853515625	439.010009765625	12041509	2023-07-10 19:30:00+00:00	SPY	439.5708740234375	441.061515045166	437.923727722168					0	0	0			100	0	0	0	0	0	0	0	0	0	0	True	439.3633524576823	True		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
440.2699890136719	441.0470886230469	439.4400024414063	440.4500122070313	10621828	2023-07-11 13:30:00+00:00	SPY	439.7168731689453	441.12656478881837	437.91857757568357					0	0	0			0	0	0	0	0	0	0	0	0	0	0	False	440.9857076009115	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
440.5700073242188	440.9700012207031	440.0199890136719	440.260009765625	6617088	2023-07-11 14:30:00+00:00	SPY	439.80487365722655	441.1873146057129	437.90677764892575					0	0	0			100	0	0	0	0	0	0	0	0	0	0	True	440.57668050130206	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
440.8500061035156	441.7000122070313	440.375	440.5700073242188	7564297	2023-07-11 15:30:00+00:00	SPY	439.88337860107424	441.1335647583008	437.9007775878906					0	0	0			0	0	0	0	0	0	0	0	0	0	0	True	441.0116780598959	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
440.8800048828125	441.3299865722656	440.6000061035156	440.8800048828125	4620701	2023-07-11 16:30:00+00:00	SPY	439.9623794555664	441.08831481933595	437.89927764892576					0	0	0			0	0	0	0	0	0	0	0	0	0	0	False	441.1233317057292	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
440.710693359375	441.1408081054688	440.2699890136719	440.8900146484375	4059084	2023-07-11 17:30:00+00:00	SPY	440.01041412353516	441.0298324584961	437.91068450927736					0	0	0			-100	0	0	0	0	0	0	0	0	0	0	False	441.1802876790365	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
441.54010009765625	441.614990234375	440.3599853515625	440.7200012207031	7027091	2023-07-11 18:30:00+00:00	SPY	440.1039184570312	440.9803321838379	437.93168548583986					0	0	0			0	0	0	0	100	0	0	0	0	0	0	True	441.1383361816406	True		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
442.4800109863281	442.9700012207031	441.1900024414063	441.54010009765625	15132697	2023-07-11 19:30:00+00:00	SPY	440.2543243408203	440.9408325195312	438.00368560791014					0	0	0			0	0	0	0	0	0	0	0	0	0	0	True	442.1334330240885	True		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
447.2199096679688	447.3399963378906	445.831787109375	446.3900146484375	20354440	2023-07-12 13:30:00+00:00	SPY	440.6187744140625	441.02083053588865	438.1170706176758					0	0	0			0	0	0	0	0	0	0	0	0	0	0	True	446.8927510579427	True		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
446.6199951171875	447.4798889160156	446.5499877929688	447.2200012207031	7881782	2023-07-12 14:30:00+00:00	SPY	440.89727478027345	441.105330657959	438.21127044677735					0	0	0			0	0	0	0	-100	0	0	0	0	0	0	False	447.52996826171875	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
445.3500061035156	446.6900024414063	444.9100036621094	446.6199951171875	0	2023-07-12 15:30:00+00:00	SPY	441.0342758178711	441.15207824707034	438.2842105102539					0	0	0			0	0	0	0	0	0	0	0	0	0	0	False	447.2133280436198	False		-1	9203568.881578946	-0.3195973057900724	0.9687420588795549					1
