Close	High	Low	Open	Volume	datetime	companyName
418.010009765625	418.75	416.7900085449219	418.0899963378906	15913691	2023-06-01 13:30:00+00:00	SPY
420.1700134277344	420.30999755859375	417.8699951171875	418.010009765625	11713198	2023-06-01 14:30:00+00:00	SPY
421.739990234375	421.8450012207031	420.0899963378906	420.17999267578125	11416722	2023-06-01 15:30:00+00:00	SPY
421.5	421.9399108886719	421.26251220703125	421.75	7445901	2023-06-01 16:30:00+00:00	SPY
422.0400085449219	422.2200012207031	421.30999755859375	421.5	5386516	2023-06-01 17:30:00+00:00	SPY
421.8999938964844	422.9200134277344	421.7900085449219	422.0450134277344	12389994	2023-06-01 18:30:00+00:00	SPY
421.80999755859375	421.9800109863281	420.8699951171875	421.8949890136719	15350720	2023-06-01 19:30:00+00:00	SPY
425.510009765625	426.375	423.95001220703125	424.5	20352968	2023-06-02 13:30:00+00:00	SPY
427.5450134277344	427.69000244140625	425.1400146484375	425.510009765625	12221534	2023-06-02 14:30:00+00:00	SPY
427.4465026855469	427.69000244140625	426.760009765625	427.55999755859375	8755850	2023-06-02 15:30:00+00:00	SPY
428.260009765625	428.385009765625	427.2900085449219	427.44000244140625	7488936	2023-06-02 16:30:00+00:00	SPY
427.9223937988281	428.3399963378906	427.4700012207031	428.2699890136719	7860925	2023-06-02 17:30:00+00:00	SPY
428.0950012207031	428.739990234375	427.8800048828125	427.9223937988281	8045398	2023-06-02 18:30:00+00:00	SPY
427.9200134277344	428.3999938964844	427.7099914550781	428.0950012207031	16908537	2023-06-02 19:30:00+00:00	SPY
427.8800048828125	429.6700134277344	427.6300048828125	428.3599853515625	11126454	2023-06-05 13:30:00+00:00	SPY
428.8999938964844	428.9800109863281	427.7828063964844	427.885009765625	14162419	2023-06-05 14:30:00+00:00	SPY
429.2786865234375	429.4700012207031	428.510009765625	428.8999938964844	1103580	2023-06-05 15:30:00+00:00	SPY
428.5101013183594	429.6199951171875	428.2900085449219	429.2900085449219	5472589	2023-06-05 16:30:00+00:00	SPY
